"observation","specname","latitude","longitude","carp_color"
"62776",197150,"Pluteus exilis Singer",36.9954,-122.043,0
"62990",197193,"Pluteus exilis Singer",37.025,-122.058,0
"63857",196275,"Pluteus exilis Singer",37.2406,-122.0915,0
"44915",216981,"Pluteus flavofuligineus G.F. Atk.",42.77485,-80.9823,0
"46648",215688,"Pluteus flavofuligineus G.F. Atk.",42.13555,-73.49915,0
"56559",206332,"Pluteus flavofuligineus G.F. Atk.",42.27515,-78.6726,0
"376",269586,"Pluteus Fr.",33.3549,-118.4365,0
"2440",266555,"Pluteus Fr.",37.72315,-122.0545,0
"3435",265769,"Pluteus Fr.",37.7807,-122.514,0
"4031",264238,"Pluteus Fr.",38.24235,-122.1395,0
"5011",268176,"Pluteus Fr.",38.4942,-122.373,0
"5424",261919,"Pluteus Fr.",41.19255,-76.0182,0
"9631",257364,"Pluteus Fr.",42.20945,-82.8877,0
"11350",255432,"Pluteus Fr.",42.266,-82.98145,0
"12262",254638,"Pluteus Fr.",44.14195,-87.6029,0
"12277",254619,"Pluteus Fr.",42.0229,-88.39305,0
"13230",253917,"Pluteus Fr.",38.5893,-123.3305,0
"14828",264714,"Pluteus Fr.",38.9124,-78.1911,0
"15970",251598,"Pluteus Fr.",42.1461,-87.90285,0
"16209",251386,"Pluteus Fr.",42.20945,-82.8877,0
"16246",250932,"Pluteus Fr.",37.91715,-122.629,0
"16251",250925,"Pluteus Fr.",37.91715,-122.629,0
"17630",249205,"Pluteus Fr.",37.87415,-122.2385,0
"17996",248845,"Pluteus Fr.",40.74465,-81.0899,0
"18036",250906,"Pluteus Fr.",48.1143,-122.583,0
"18353",248510,"Pluteus Fr.",43.2176,-79.76695,0
"18666",247985,"Pluteus Fr.",35.8725,-78.761,0
"19347",247352,"Pluteus Fr.",42.2618,-83.07095,0
"20184",246043,"Pluteus Fr.",42.6812,-80.32955,0
"20592",245678,"Pluteus Fr.",42.7616,-80.394,0
"21143",245142,"Pluteus Fr.",41.1261,-76.188,0
"21506",244705,"Pluteus Fr.",41.1911,-75.6095,0
"21508",244700,"Pluteus Fr.",41.1911,-75.6095,0
"22028",244323,"Pluteus Fr.",41.08175,-75.89205,0
"22029",244322,"Pluteus Fr.",41.08175,-75.89205,0
"22542",243751,"Pluteus Fr.",41.0871,-73.5871,0
"22964",248369,"Pluteus Fr.",44.1413,-74.78185,0
"23065",243244,"Pluteus Fr.",41.74045,-84.8425,0
"23296",243012,"Pluteus Fr.",41.23335,-75.81305,0
"23458",242938,"Pluteus Fr.",41.13225,-76.15375,0
"23633",242917,"Pluteus Fr.",40.15885,-79.23115,0
"23832",242423,"Pluteus Fr.",39.47915,-76.3423,0
"24067",242172,"Pluteus Fr.",39.12335,-84.40365,0
"24684",241233,"Pluteus Fr.",42.82125,-80.14945,0
"24702",241210,"Pluteus Fr.",35.8725,-78.761,0
"24907",240927,"Pluteus Fr.",42.82125,-80.14945,0
"24917",240916,"Pluteus Fr.",42.82125,-80.14945,0
"25223",240611,"Pluteus Fr.",42.8341,-80.1493,0
"25266",240902,"Pluteus Fr.",39.12335,-84.40365,0
"25277",240589,"Pluteus Fr.",41.1465,-81.3609,0
"25536",240387,"Pluteus Fr.",39.4763,-76.4083,0
"25537",240386,"Pluteus Fr.",39.4763,-76.4083,0
"25695",240210,"Pluteus Fr.",42.82125,-80.14945,0
"27059",240329,"Pluteus Fr.",40.5914,-80.1835,0
"27114",238761,"Pluteus Fr.",41.2721,-76.27835,0
"28126",237507,"Pluteus Fr.",37.1009,-122.1435,0
"28268",237308,"Pluteus Fr.",35.1367,-89.83885,0
"28297",237478,"Pluteus Fr.",33.01755,-117.0245,0
"28773",236741,"Pluteus Fr.",29.9682,-82.7705,0
"30954",233706,"Pluteus Fr.",33.2031,-87.55545,0
"31113",233648,"Pluteus Fr.",48.13015,-122.595,0
"31966",230694,"Pluteus Fr.",38.43045,-122.613,0
"31967",230685,"Pluteus Fr.",38.43045,-122.613,0
"35306",226787,"Pluteus Fr.",35.1048,-85.33425,0
"35411",240884,"Pluteus Fr.",27.82825,-82.37965,0
"35412",240883,"Pluteus Fr.",27.82825,-82.37965,0
"35708",226333,"Pluteus Fr.",38.01025,-78.45235,0
"36263",226203,"Pluteus Fr.",37.01115,-122.0665,0
"36791",225139,"Pluteus Fr.",37.6642,-120.4595,0
"36983",224889,"Pluteus Fr.",37.87415,-122.2385,0
"37417",224255,"Pluteus Fr.",37.07225,-122.07,0
"38353",223708,"Pluteus Fr.",41.2388,-76.1,0
"38867",222586,"Pluteus Fr.",42.78625,-80.198,0
"39447",221965,"Pluteus Fr.",33.991,-83.4954,0
"40299",221797,"Pluteus Fr.",38.5893,-123.3305,0
"41622",219890,"Pluteus Fr.",42.78625,-80.198,0
"41831",220263,"Pluteus Fr.",41.13155,-76.627,0
"42468",219508,"Pluteus Fr.",46.67625,-121.5835,0
"42590",219710,"Pluteus Fr.",47.29475,-121.2915,0
"42766",224641,"Pluteus Fr.",38.0822,-87.9562,0
"43161",218208,"Pluteus Fr.",42.7616,-80.394,0
"43162",218207,"Pluteus Fr.",42.7616,-80.394,0
"43390",217961,"Pluteus Fr.",28.2191,-82.71595,0
"43545",230004,"Pluteus Fr.",42.78625,-80.198,0
"44803",217638,"Pluteus Fr.",41.4309,-76.2717,0
"44868",217162,"Pluteus Fr.",42.5923,-78.025,0
"44973",216921,"Pluteus Fr.",42.8341,-80.1493,0
"45255",216916,"Pluteus Fr.",29.83565,-82.69785,0
"45658",216310,"Pluteus Fr.",49.2562,-122.826,0
"47124",214967,"Pluteus Fr.",42.0569,-78.77495,0
"47239",215418,"Pluteus Fr.",39.8925,-87.2036,0
"47375",263367,"Pluteus Fr.",44.4716,-88.0086,0
"47695",214569,"Pluteus Fr.",44.4716,-88.0086,0
"48441",233961,"Pluteus Fr.",43.14335,-79.16715,0
"48492",214098,"Pluteus Fr.",41.44685,-76.46525,0
"49210",213035,"Pluteus Fr.",41.08175,-75.89205,0
"49640",212398,"Pluteus Fr.",42.78625,-80.198,0
"50783",211401,"Pluteus Fr.",41.99445,-87.76795,0
"50988",211348,"Pluteus Fr.",32.7488,-94.5211,0
"52186",210405,"Pluteus Fr.",41.13225,-76.15375,0
"52376",210060,"Pluteus Fr.",40.0699,-80.74625,0
"53764",208923,"Pluteus Fr.",42.0031,-87.8596,0
"54351",208399,"Pluteus Fr.",42.0031,-87.8596,0
"54389",213200,"Pluteus Fr.",39.06145,-94.5995,0
"54435",208368,"Pluteus Fr.",41.99275,-87.76395,0
"54931",207994,"Pluteus Fr.",41.1911,-75.6095,0
"55043",207673,"Pluteus Fr.",33.90245,-83.3843,0
"55060",207646,"Pluteus Fr.",42.1026,-74.4438,0
"55494",207730,"Pluteus Fr.",41.08175,-75.89205,0
"55755",207048,"Pluteus Fr.",42.82125,-80.14945,0
"55939",206911,"Pluteus Fr.",42.8341,-80.1493,0
"56051",206814,"Pluteus Fr.",42.82125,-80.14945,0
"56101",206756,"Pluteus Fr.",33.991,-83.4954,0
"56202",206657,"Pluteus Fr.",41.08175,-75.89205,0
"56570",206306,"Pluteus Fr.",42.78625,-80.198,0
"56921",206092,"Pluteus Fr.",41.9801,-87.7421,0
"56957",205937,"Pluteus Fr.",37.025,-122.058,0
"56981",205893,"Pluteus Fr.",41.9801,-87.7421,0
"57194",205621,"Pluteus Fr.",33.991,-83.4954,0
"57654",205494,"Pluteus Fr.",40.70115,-82.5549,0
"57979",204795,"Pluteus Fr.",36.9954,-122.043,0
"59199",203593,"Pluteus Fr.",47.747,-122.306,0
"59422",203340,"Pluteus Fr.",37.81235,-122.1885,0
"60507",202267,"Pluteus Fr.",38.0248,-78.56945,0
"60676",201193,"Pluteus Fr.",37.0841,-122.0615,0
"61276",199979,"Pluteus Fr.",37.0038,-122.0555,0
"62010",199612,"Pluteus Fr.",37.36095,-122.1285,0
"62048",199611,"Pluteus Fr.",37.4031,-122.2745,0
"62623",197564,"Pluteus Fr.",46.56095,-123.569,0
"62648",197351,"Pluteus Fr.",37.8329,-122.1655,0
"62721",197216,"Pluteus Fr.",36.9954,-122.043,0
"62766",197160,"Pluteus Fr.",36.9954,-122.043,0
"62811",197114,"Pluteus Fr.",37.9781,-122.2685,0
"63112",196839,"Pluteus Fr.",33.58735,-117.7135,0
"64749",195769,"Pluteus Fr.",28.1471,-82.23425,0
"64775",195735,"Pluteus Fr.",28.1471,-82.23425,0
"65973",194249,"Pluteus Fr.",32.83155,-94.6534,0
"15196",252041,"Pluteus granularis Peck",43.10645,-80.2855,0
"38648",223995,"Pluteus granularis Peck",39.8465,-84.8974,0
"42478",218973,"Pluteus granularis Peck",43.182,-89.81405,0
"46379",215843,"Pluteus granularis Peck",39.748,-84.9167,0
"49932",212168,"Pluteus granularis Peck",42.78625,-80.198,0
"15482",251712,"Pluteus leoninus group",35.8725,-78.761,0
"28688",236874,"Pluteus leoninus group",37.07465,-122.1095,0
"55301",207453,"Pluteus leoninus group",42.7616,-80.394,0
"57920",204870,"Pluteus leoninus group",37.025,-122.058,0
"31968",230664,"Pluteus leoninus (Schaeff.) P. Kumm.",38.43045,-122.613,0
"42613",218877,"Pluteus leoninus (Schaeff.) P. Kumm.",48.5215,-123.4155,0
"61737",199246,"Pluteus leoninus (Schaeff.) P. Kumm.",37.948,-122.628,0
"22735",243507,"Pluteus leucoborealis Justo E.F. Malysheva Bulyonk. & Minnis",43.4836,-70.4479,0
"22777",248343,"Pluteus leucoborealis Justo E.F. Malysheva Bulyonk. & Minnis",44.14325,-74.77845,0
"23700",242578,"Pluteus longistriatus (Peck) Peck",39.02245,-84.1205,0
"42782",224592,"Pluteus longistriatus (Peck) Peck",38.0822,-87.9562,0
"48858",213294,"Pluteus longistriatus (Peck) Peck",42.8341,-80.1493,0
"53990",208797,"Pluteus longistriatus (Peck) Peck",42.12695,-78.7216,0
"57627",205214,"Pluteus longistriatus (Peck) Peck",33.90245,-83.3843,0
"8578",258071,"Pluteus methvenii Minnis & Justo",39.8925,-82.9133,0
"59921",202709,"Pluteus orestes Vellinga & Justo",37.8077,-119.8525,0
"10928",255740,"Pluteus petasatus (Fr.) Gillet",42.78625,-80.198,0
"11513",255878,"Pluteus petasatus (Fr.) Gillet",40.07435,-75.20615,0
"13766",253884,"Pluteus petasatus (Fr.) Gillet",41.65475,-91.52665,0
"14467",252574,"Pluteus petasatus (Fr.) Gillet",41.24435,-76.13215,0
"16264",250765,"Pluteus petasatus (Fr.) Gillet",42.77485,-80.9823,0
"19393",246930,"Pluteus petasatus (Fr.) Gillet",42.78625,-80.198,0
"19905",249221,"Pluteus petasatus (Fr.) Gillet",40.3072,-79.5458,0
"24735",241602,"Pluteus petasatus (Fr.) Gillet",37.9144,-122.3045,0
"25015",240810,"Pluteus petasatus (Fr.) Gillet",39.93935,-75.17825,0
"35640",240738,"Pluteus petasatus (Fr.) Gillet",27.79565,-82.31385,0
"37297",224739,"Pluteus petasatus (Fr.) Gillet",37.89155,-122.247,0
"41974",222744,"Pluteus petasatus (Fr.) Gillet",41.25485,-75.94155,0
"42772",224604,"Pluteus petasatus (Fr.) Gillet",38.0822,-87.9562,0
"44848",217269,"Pluteus petasatus (Fr.) Gillet",37.01175,-121.704,0
"45749",217102,"Pluteus petasatus (Fr.) Gillet",37.1191,-122.1245,0
"48857",213295,"Pluteus petasatus (Fr.) Gillet",42.8341,-80.1493,0
"49927",212180,"Pluteus petasatus (Fr.) Gillet",39.95145,-74.9959,0
"50571",268449,"Pluteus petasatus (Fr.) Gillet",46.81105,-90.82235,0
"53534",209197,"Pluteus petasatus (Fr.) Gillet",30.4086,-91.1832,0
"54743",208025,"Pluteus petasatus (Fr.) Gillet",35.8725,-78.761,0
"56298",269486,"Pluteus petasatus (Fr.) Gillet",38.0364,-122.8185,0
"58424",207856,"Pluteus petasatus (Fr.) Gillet",36.166,-78.8767,0
"58755",204027,"Pluteus petasatus (Fr.) Gillet",38.0248,-78.56945,0
"58944",241126,"Pluteus petasatus (Fr.) Gillet",39.3534,-76.6533,0
"62193",198386,"Pluteus petasatus (Fr.) Gillet",37.2406,-122.0915,0
"63858",196274,"Pluteus phaeocyanopus Minnis & Sundb.",37.2406,-122.0915,0
"56393",206466,"Pluteus plautus (Weinm.) Gillet",42.78625,-80.198,0
"31459",231549,"Pluteus podospileus f. minutissimus (Maire) Vellinga",48.5215,-123.4155,0
"31817",231090,"Pluteus podospileus Sacc. & Cub.",37.3135,-122.064,0
"29025",236477,"Pluteus primus Bonnard",48.434,-123.4745,0
"58636",204291,"Pluteus primus Bonnard",48.3619,-123.602,0
"59037",203757,"Pluteus primus Bonnard",48.48305,-123.4465,0
"59558",203125,"Pluteus primus Bonnard",45.81895,-122.944,0
"1881",267220,"Pluteus romellii (Britzelm.) Lapl.",37.025,-122.058,0
"3883",264509,"Pluteus romellii (Britzelm.) Lapl.",36.9954,-122.043,0
"3976",264262,"Pluteus romellii (Britzelm.) Lapl.",39.19495,-121.192,0
"8826",258427,"Pluteus romellii (Britzelm.) Lapl.",45.5795,-123.951,0
"27190",238731,"Pluteus romellii (Britzelm.) Lapl.",40.0497,-82.8864,0
"27917",237719,"Pluteus romellii (Britzelm.) Lapl.",39.8317,-84.90005,0
"31258",231828,"Pluteus romellii (Britzelm.) Lapl.",37.3135,-122.064,0
"31821",231046,"Pluteus romellii (Britzelm.) Lapl.",37.29135,-122.1225,0
"45189",216789,"Pluteus romellii (Britzelm.) Lapl.",39.82265,-84.91805,0
"58881",238719,"Pluteus romellii (Britzelm.) Lapl.",39.05555,-84.3349,0
"63234",196962,"Pluteus romellii (Britzelm.) Lapl.",38.39445,-122.9405,0
"63953",196091,"Pluteus romellii (Britzelm.) Lapl.",37.9255,-122.2425,0
"5930",261781,"Pluteus romellii (Britzelm.) Sacc.",48.5215,-123.4155,0
"38804",223679,"Pluteus romellii (Britzelm.) Sacc.",48.5215,-123.4155,0
"59278",203529,"Pluteus romellii (Britzelm.) Sacc.",48.5215,-123.4155,0
"16065",252027,"Pluteus saupei Justo & Minnis",42.1461,-87.90285,0
"190",269741,"Pluteus sect. Celluloderma",34.06,-118.5305,0
"37995",223555,"Pluteus sect. Celluloderma",37.017,-122.0405,0
"50492",268523,"Pluteus sect. Hispidoderma",46.81105,-90.82235,0
"426",269492,"Pluteus sect. Pluteus",37.75725,-122.119,0
"1052",268466,"Pluteus sect. Pluteus",37.8756,-122.2475,0
"2988",265829,"Pluteus sect. Pluteus",38.57535,-123.313,0
"2989",265829,"Pluteus sect. Pluteus",38.57535,-123.313,0
"3541",265272,"Pluteus sect. Pluteus",38.57535,-123.313,0
"4532",263362,"Pluteus sect. Pluteus",32.18765,-81.8461,0
"34592",227416,"Pluteus sect. Pluteus",37.9348,-122.289,0
"41109",220719,"Pluteus sect. Pluteus",45.77035,-123.9555,0
"49936",212162,"Pluteus sect. Pluteus",32.52525,-94.7935,0
"53073",209622,"Pluteus sect. Pluteus",44.14805,-71.3853,0
"57507",205313,"Pluteus sect. Pluteus",40.6439,-80.56065,0
"58353",206340,"Pluteus sect. Pluteus",41.9639,-87.824,0
"9863",257463,"Pluteus thomsonii group",41.29635,-81.09425,0
"13370",256651,"Pluteus tomentosulus Peck",42.13555,-73.49915,0
"15752",251243,"Pluteus tomentosulus Peck",42.78625,-80.198,0
"17702",267044,"Pluteus tomentosulus Peck",42.6643,-80.5223,0
"19392",246932,"Pluteus tomentosulus Peck",42.78625,-80.198,0
"894",268587,"Pluteus umbrosus group",37.9351,-122.145,0
"17003",249910,"Pluteus umbrosus group",37.07465,-122.1095,0
"37896",223843,"Podaxis Desv.",33.4031,-116.0485,0
"22773",248376,"Podoscyphaceae sensu Reid",44.14325,-74.77845,0
"55851",208088,"Podoscypha Pat.",32.4511,-93.3764,0
"13841",260658,"Podoscypha ravenelii (Berk. & M.A. Curtis) Pat.",39.95965,-82.7884,0
"3430",268020,"Podospora curvicolla (G. Winter) Niessl",48.5215,-123.4155,0
"31084",235316,"Podospora eminens (Cain) Cain",48.5215,-123.4155,0
"3425",268924,"Podospora pleiospora (G. Winter) Niessl",48.5215,-123.4155,0
"3429",268024,"Podospora tarvisina (Sacc.) J.H. Mirza & Cain",48.5215,-123.4155,0
"5028",263524,"Polycephalomyces tomentosus (Schrad.) Seifert",37.3699,-122.236,0
"59685",202967,"Polycephalomyces tomentosus (Schrad.) Seifert",42.14655,-78.5617,0
"62033",198624,"Polycephalomyces tomentosus (Schrad.) Seifert",37.33015,-122.18,0
"63783",196349,"Polycephalomyces tomentosus (Schrad.) Seifert",37.2406,-122.0915,0
"64103",196475,"Polydesmia pruinosa (Berk. & Broome) Boud.",48.5215,-123.4155,0
"7166",261766,"Polyozellus multiplex (Underw.) Murrill",45.5099,-122.7185,0
"9691",257139,"Polyozellus multiplex (Underw.) Murrill",43.72365,-122.465,0
"4876",262721,"Polyporaceae Fr. ex Corda",32.18765,-81.8461,0
"10868",256012,"Polyporaceae Fr. ex Corda",42.2491,-88.60145,0
"15419",251931,"Polyporaceae Fr. ex Corda",38.098,-122.8835,0
"20382",246035,"Polyporaceae Fr. ex Corda",32.2671,-110.8425,0
"20885",245375,"Polyporaceae Fr. ex Corda",29.62705,-82.32125,0
"20888",245371,"Polyporaceae Fr. ex Corda",29.62705,-82.32125,0
"27773",238262,"Polyporaceae Fr. ex Corda",47.3946,-120.615,0
"31147",233419,"Polyporaceae Fr. ex Corda",42.2618,-83.07095,0
"33250",229922,"Polyporaceae Fr. ex Corda",37.9351,-122.145,0
"35692",226381,"Polyporaceae Fr. ex Corda",44.4843,-123.5365,0
"38095",230822,"Polyporaceae Fr. ex Corda",42.2618,-83.07095,0
"39594",244251,"Polyporaceae Fr. ex Corda",40.91535,-75.1714,0
"43900",218184,"Polyporaceae Fr. ex Corda",43.04975,-73.86115,0
"47176",236929,"Polyporaceae Fr. ex Corda",44.19775,-73.60815,0
"55445",207269,"Polyporaceae Fr. ex Corda",43.1228,-79.23725,0
"57628",205213,"Polyporaceae Fr. ex Corda",33.90245,-83.3843,0
"58615",204153,"Polyporaceae Fr. ex Corda",33.90245,-83.3843,0
"64778",195732,"Polyporaceae Fr. ex Corda",28.1471,-82.23425,0
"8569",258195,"Polyporaceae sensu lato",38.5893,-123.3305,0
"81",269938,"Polyporales sensu lato",37.75725,-122.119,0
"87",269901,"Polyporales sensu lato",37.75725,-122.119,0
"499",269658,"Polyporales sensu lato",44.5056,-87.9339,0
"787",268757,"Polyporales sensu lato",35.1821,-85.675,0
"1408",267853,"Polyporales sensu lato",38.5505,-90.4153,0
"1502",267696,"Polyporales sensu lato",38.2345,-77.07785,0
"1550",267989,"Polyporales sensu lato",38.39445,-122.9405,0
"1947",267081,"Polyporales sensu lato",32.9162,-116.8955,0
"2355",266764,"Polyporales sensu lato",42.266,-82.98145,0
"2554",266301,"Polyporales sensu lato",39.4763,-76.4083,0
"2592",268198,"Polyporales sensu lato",37.21615,-122.308,0
"2609",266656,"Polyporales sensu lato",37.21615,-122.308,0
"3334",265762,"Polyporales sensu lato",37.75725,-122.119,0
"3723",265029,"Polyporales sensu lato",36.9928,-122.004,0
"3967",264310,"Polyporales sensu lato",36.6103,-121.932,0
"4263",263805,"Polyporales sensu lato",37.01115,-122.0665,0
"4733",264226,"Polyporales sensu lato",42.25965,-83.06995,0
"4787",263331,"Polyporales sensu lato",43.5427,-70.4053,0
"5025",263688,"Polyporales sensu lato",41.25305,-76.04695,0
"5122",262368,"Polyporales sensu lato",39.52765,-76.34025,0
"5127",266644,"Polyporales sensu lato",41.19255,-76.0182,0
"5294",262014,"Polyporales sensu lato",43.19615,-73.6517,0
"5599",261657,"Polyporales sensu lato",42.0011,-124.212,0
"6909",259794,"Polyporales sensu lato",41.9912,-88.3163,0
"7082",259612,"Polyporales sensu lato",41.2848,-82.2249,0
"7085",259567,"Polyporales sensu lato",42.70005,-74.93045,0
"7539",261235,"Polyporales sensu lato",44.6663,-88.08285,0
"7995",258782,"Polyporales sensu lato",38.24455,-85.69425,0
"8017",258750,"Polyporales sensu lato",42.2618,-83.07095,0
"8357",259464,"Polyporales sensu lato",43.54785,-75.94075,0
"8576",258073,"Polyporales sensu lato",39.8925,-82.9133,0
"8708",258947,"Polyporales sensu lato",38.57535,-123.313,0
"8739",258620,"Polyporales sensu lato",42.20945,-82.8877,0
"8962",257950,"Polyporales sensu lato",42.20945,-82.8877,0
"8963",257949,"Polyporales sensu lato",42.20945,-82.8877,0
"8964",257948,"Polyporales sensu lato",42.20945,-82.8877,0
"9176",257626,"Polyporales sensu lato",35.8725,-78.761,0
"9545",261345,"Polyporales sensu lato",44.6663,-88.08285,0
"9547",261341,"Polyporales sensu lato",44.6663,-88.08285,0
"9964",264214,"Polyporales sensu lato",41.26365,-75.93575,0
"10086",256663,"Polyporales sensu lato",42.26765,-83.0888,0
"10137",256664,"Polyporales sensu lato",42.26765,-83.0888,0
"10197",266083,"Polyporales sensu lato",39.6392,-76.4184,0
"10216",256632,"Polyporales sensu lato",42.26765,-83.0888,0
"10237",256593,"Polyporales sensu lato",42.26765,-83.0888,0
"10245",256545,"Polyporales sensu lato",42.26765,-83.0888,0
"10283",256463,"Polyporales sensu lato",42.26765,-83.0888,0
"10323",256415,"Polyporales sensu lato",42.26765,-83.0888,0
"10392",256349,"Polyporales sensu lato",40.15765,-75.2548,0
"10827",256865,"Polyporales sensu lato",40.09215,-74.3255,0
"11329",256275,"Polyporales sensu lato",42.24055,-83.04455,0
"11630",255059,"Polyporales sensu lato",35.8725,-78.761,0
"11673",256512,"Polyporales sensu lato",41.3264,-75.90695,0
"11703",255113,"Polyporales sensu lato",41.3264,-75.90695,0
"11930",255000,"Polyporales sensu lato",44.3258,-87.5455,0
"12226",254704,"Polyporales sensu lato",44.14195,-87.6029,0
"12273",254623,"Polyporales sensu lato",42.0229,-88.39305,0
"12295",254598,"Polyporales sensu lato",42.24055,-83.04455,0
"12458",254464,"Polyporales sensu lato",38.99315,-76.88935,0
"12489",254422,"Polyporales sensu lato",42.2618,-83.07095,0
"12549",254488,"Polyporales sensu lato",41.26365,-75.93575,0
"12714",263563,"Polyporales sensu lato",41.69065,-86.97125,0
"12799",253882,"Polyporales sensu lato",40.82835,-89.7952,0
"12910",254071,"Polyporales sensu lato",43.5642,-89.8179,0
"12949",253843,"Polyporales sensu lato",42.1418,-87.82505,0
"13079",262708,"Polyporales sensu lato",42.0791,-73.57445,0
"13348",263054,"Polyporales sensu lato",41.49605,-87.00875,0
"13419",253483,"Polyporales sensu lato",45.7998,-77.13975,0
"13420",253482,"Polyporales sensu lato",45.7998,-77.13975,0
"13796",253031,"Polyporales sensu lato",38.5505,-90.4153,0
"13880",253427,"Polyporales sensu lato",44.00455,-88.1564,0
"13957",252913,"Polyporales sensu lato",40.11825,-75.23765,0
"14081",252758,"Polyporales sensu lato",38.42695,-90.81345,0
"14644",252915,"Polyporales sensu lato",40.0891,-75.22365,0
"14654",252519,"Polyporales sensu lato",44.20165,-90.30065,0
"14873",264669,"Polyporales sensu lato",38.9124,-78.1911,0
"15431",251907,"Polyporales sensu lato",37.91715,-122.629,0
"15437",251864,"Polyporales sensu lato",43.6864,-114.3815,0
"15506",258803,"Polyporales sensu lato",33.9522,-120.1125,0
"16041",250885,"Polyporales sensu lato",41.74045,-84.8425,0
"16171",263533,"Polyporales sensu lato",41.48745,-87.2369,0
"16182",263030,"Polyporales sensu lato",41.48745,-87.2369,0
"16190",261069,"Polyporales sensu lato",48.13015,-122.595,0
"16451",250543,"Polyporales sensu lato",41.25305,-76.04695,0
"18174",249378,"Polyporales sensu lato",37.3469,-108.2935,0
"18589",248470,"Polyporales sensu lato",41.2388,-76.1,0
"18902",252765,"Polyporales sensu lato",34.0067,-109.4615,0
"18931",248866,"Polyporales sensu lato",41.10795,-73.83785,0
"18997",247716,"Polyporales sensu lato",33.98445,-84.2499,0
"19090",247661,"Polyporales sensu lato",33.991,-83.4954,0
"19218",247535,"Polyporales sensu lato",40.6439,-80.56065,0
"19272",247656,"Polyporales sensu lato",33.991,-83.4954,0
"19273",247655,"Polyporales sensu lato",33.991,-83.4954,0
"19436",247362,"Polyporales sensu lato",35.24155,-112.1925,0
"20103",246193,"Polyporales sensu lato",41.26365,-75.93575,0
"20191",246012,"Polyporales sensu lato",41.2848,-82.2249,0
"20224",246257,"Polyporales sensu lato",44.50425,-123.551,0
"20826",267624,"Polyporales sensu lato",42.8341,-80.1493,0
"20889",245369,"Polyporales sensu lato",29.62705,-82.32125,0
"21350",244883,"Polyporales sensu lato",49.15605,-123.998,0
"22166",244051,"Polyporales sensu lato",40.307,-74.86385,0
"22507",243796,"Polyporales sensu lato",39.4763,-76.4083,0
"22667",248374,"Polyporales sensu lato",44.14575,-74.76685,0
"22782",248337,"Polyporales sensu lato",44.14325,-74.77845,0
"22955",243315,"Polyporales sensu lato",39.54045,-76.3306,0
"22979",248182,"Polyporales sensu lato",44.1413,-74.78185,0
"22980",248181,"Polyporales sensu lato",44.1413,-74.78185,0
"23129",243171,"Polyporales sensu lato",35.8725,-78.761,0
"23764",242502,"Polyporales sensu lato",35.8725,-78.761,0
"23998",242197,"Polyporales sensu lato",33.9993,-84.2356,0
"24726",245351,"Polyporales sensu lato",41.26365,-75.93575,0
"24737",241237,"Polyporales sensu lato",34.1632,-118.396,0
"25008",240820,"Polyporales sensu lato",39.93935,-75.17825,0
"25059",244227,"Polyporales sensu lato",41.0968,-73.68875,0
"25793",240121,"Polyporales sensu lato",41.42365,-76.08885,0
"27261",238574,"Polyporales sensu lato",42.0569,-78.77495,0
"27382",238392,"Polyporales sensu lato",47.52205,-123.26,0
"27383",238391,"Polyporales sensu lato",47.52205,-123.26,0
"27384",238390,"Polyporales sensu lato",47.52205,-123.26,0
"28169",237603,"Polyporales sensu lato",36.0598,-93.13395,0
"28171",237601,"Polyporales sensu lato",36.0598,-93.13395,0
"28317",237282,"Polyporales sensu lato",41.25305,-76.04695,0
"28613",236908,"Polyporales sensu lato",30.81555,-85.23275,0
"28645",237034,"Polyporales sensu lato",35.1367,-89.83885,0
"28725",237958,"Polyporales sensu lato",35.16095,-90.7003,0
"28726",237957,"Polyporales sensu lato",35.16095,-90.7003,0
"28808",236656,"Polyporales sensu lato",41.1973,-75.78495,0
"28810",236649,"Polyporales sensu lato",41.1973,-75.78495,0
"28814",236640,"Polyporales sensu lato",35.1367,-89.83885,0
"28816",236638,"Polyporales sensu lato",35.1367,-89.83885,0
"28833",236602,"Polyporales sensu lato",35.1367,-89.83885,0
"29382",236662,"Polyporales sensu lato",35.35935,-90.00155,0
"29447",237240,"Polyporales sensu lato",44.4716,-88.0086,0
"29996",235055,"Polyporales sensu lato",44.44425,-88.0106,0
"30154",236338,"Polyporales sensu lato",36.0598,-93.13395,0
"30310",234798,"Polyporales sensu lato",37.8997,-122.248,0
"30378",234617,"Polyporales sensu lato",43.1228,-79.23725,0
"30578",236339,"Polyporales sensu lato",35.1091,-89.7918,0
"30746",234057,"Polyporales sensu lato",29.6124,-82.40885,0
"30765",234010,"Polyporales sensu lato",33.2031,-87.55545,0
"30966",233896,"Polyporales sensu lato",38.58605,-90.4638,0
"30967",233888,"Polyporales sensu lato",38.58605,-90.4638,0
"31145",233421,"Polyporales sensu lato",42.2618,-83.07095,0
"31146",233420,"Polyporales sensu lato",42.2618,-83.07095,0
"31400",231790,"Polyporales sensu lato",38.6347,-90.47825,0
"31431",231560,"Polyporales sensu lato",41.2388,-76.1,0
"31505",231479,"Polyporales sensu lato",38.01025,-78.45235,0
"32188",230252,"Polyporales sensu lato",48.20645,-122.6215,0
"32197",230243,"Polyporales sensu lato",38.4416,-122.508,0
"32941",229516,"Polyporales sensu lato",36.9904,-122.059,0
"33733",228341,"Polyporales sensu lato",37.81235,-122.1885,0
